channel_name,category,sub_category,customer_remarks,tenure_bucket,agent_shift,csat_score,response_minutes,retention_label
Inbound,Order Related,Order status enquiry,Good,31-60,Evening,5,1,1
Inbound,Shopzilla Related,General Enquiry,,31-60,Evening,5,44263,
Outcall,Order Related,Seller Cancelled Order,Failure is the only word for Shopzilla,On Job Training,Evening,1,15,0
Inbound,Returns,Fraudulent User,Very slow and lots of doubts the representative had. Many things on grocery doesn't get returned and only refund is available she said.,>90,Afternoon,3,7,
Inbound,Returns,Reverse Pickup Enquiry,Process gap in Executive,0-30,Evening,1,1,0
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,2,1
Outcall,Product Queries,Product Specific Information,,On Job Training,Evening,3,1,
Outcall,Refund Related,Refund Related Issues,,>90,Split,5,1,1
Inbound,Feedback,UnProfessional Behaviour,,>90,Afternoon,4,2,1
Inbound,Product Queries,Product Specific Information,,31-60,Evening,5,668,1
Inbound,Returns,Fraudulent User,,0-30,Morning,5,206,1
Outcall,Returns,Reverse Pickup Enquiry,Make sure correct orders get delivered,0-30,Evening,5,34,1
Inbound,Product Queries,Product Specific Information,,>90,Afternoon,5,15,1
Outcall,Returns,Reverse Pickup Enquiry,,31-60,Morning,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Afternoon,5,1,1
Inbound,Returns,Damaged,Thanks,On Job Training,Morning,5,5,1
Inbound,Order Related,Order status enquiry,,>90,Afternoon,5,4,1
Email,Order Related,Installation/demo,,On Job Training,Evening,1,6,0
Outcall,Returns,Exchange / Replacement,Not at all happy with Shopzilla worst experience till date.   your customer representative said that phone exchange cannot be done due logistics issue and reason is not mentioned. If problem is from Shopzilla end then why end consumer has to bear consequences. Need to improve customer service and transparency in policies,>90,Evening,3,87,
Inbound,Cancellation,Not Needed,,31-60,Morning,5,82,1
Inbound,Order Related,General Enquiry,,0-30,Morning,5,5,1
Inbound,Shopzilla Related,Account updation,,>90,Split,5,1,1
Outcall,Returns,Return request,,>90,Morning,4,4,1
Inbound,Returns,Service Centres Related,You may need to have frequent conversations with the new startups which are selling products on your platform. You may need to have track on their support / service related issues.,>90,Afternoon,5,0,1
Outcall,Returns,Reverse Pickup Enquiry,,>90,Morning,3,1,
Inbound,Order Related,Order status enquiry,Refund policy,On Job Training,Evening,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Evening,4,2,1
Email,Returns,Product related Issues,,>90,Split,5,1,1
Inbound,Order Related,Order status enquiry,,On Job Training,Evening,5,1,1
Inbound,Order Related,Delayed,"It will be good, if the customer support had a first hand information and provide to the customer immediately.",>90,Morning,4,4,1
Inbound,Returns,Missing,,61-90,Evening,5,5,1
Outcall,Payments related,Payment related Queries,"The voice connectivity was extremely poor with a lot of echo, automatic repeat of words, digital disturbance noises & jitters.",On Job Training,Morning,5,7,1
Outcall,Returns,Reverse Pickup Enquiry,,0-30,Evening,5,13,1
Inbound,Order Related,Seller Cancelled Order,Very poor,31-60,Morning,1,130,0
Outcall,Returns,Reverse Pickup Enquiry,The executive was very polite and addressed all my concerns made sure to check-in and see if everything was resolved. It wasgood service. Thank you.,61-90,Morning,5,2,1
Inbound,Returns,Return request,Outstanding ??,0-30,Evening,5,368,1
Inbound,Returns,Return request,Thank you for understanding my problem and give the solution on the same time?,31-60,Morning,5,85,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Afternoon,1,2,0
Inbound,Returns,Return request,,31-60,Evening,5,35,1
Outcall,Order Related,Customer Requested Modifications,,On Job Training,Morning,5,286,1
Inbound,Order Related,Delayed,"Very helpful agent , the Team Managers should get more agent like her",61-90,Night,5,16,1
Email,Returns,Wrong,,>90,Afternoon,5,22,1
Inbound,Order Related,Order status enquiry,,On Job Training,Evening,4,2,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Afternoon,3,1,
Inbound,Order Related,Installation/demo,,31-60,Evening,4,43723,
Outcall,Returns,Return request,,>90,Morning,5,2,1
Inbound,Returns,Fraudulent User,While any issue we need to contact customer service it's be busy ..pls be in app itself to ....it's be very easy and comfortable,>90,Evening,5,10,1
Inbound,Order Related,Delayed,wrong product delivered.  i am scared to make further orders on Shopzilla.,>90,Afternoon,5,2,1
Email,Returns,Fraudulent User,,31-60,Morning,1,79,0
Inbound,Returns,Return request,,>90,Morning,1,21,0
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Morning,4,6,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,148,1
Inbound,Order Related,Delayed,,0-30,Evening,5,4,1
Inbound,Returns,Return request,,>90,Morning,5,29,1
Inbound,Order Related,Order status enquiry,,>90,Morning,5,2,1
Inbound,Cancellation,Not Needed,,>90,Afternoon,5,1,1
Inbound,Order Related,Delayed,,31-60,Evening,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,,On Job Training,Evening,4,4,1
Inbound,Order Related,Delayed,,>90,Split,5,4,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Split,5,2,1
Inbound,Product Queries,Product Specific Information,Well ? done,31-60,Morning,5,2,1
Outcall,Refund Related,Refund Related Issues,,>90,Morning,5,10,1
Inbound,Order Related,Seller Cancelled Order,,>90,Split,5,283,1
Inbound,Cancellation,Not Needed,,0-30,Morning,5,1,1
Inbound,Returns,Return request,Nice,31-60,Morning,5,1,1
Inbound,Order Related,Delayed,,31-60,Morning,4,4,1
Email,Order Related,Installation/demo,,>90,Night,5,2,1
Inbound,Returns,Wrong,For all excutive Customer support always ready.,>90,Evening,3,3,
Outcall,Returns,Reverse Pickup Enquiry,Not supportive customer care,61-90,Evening,1,13,0
Inbound,Returns,Reverse Pickup Enquiry,,>90,Afternoon,2,1,0
Inbound,Returns,Reverse Pickup Enquiry,Your return policy is very bad scant shopping by Shopzilla in future,>90,Morning,5,71,1
Inbound,Order Related,Order status enquiry,,On Job Training,Morning,5,1,1
Outcall,Order Related,Installation/demo,,>90,Morning,5,7,1
Inbound,Order Related,Order status enquiry,,>90,Morning,5,2,1
Inbound,Order Related,Delayed,,>90,Morning,5,1,1
Inbound,Order Related,Invoice request,,On Job Training,Evening,5,3,1
Inbound,Order Related,Installation/demo,,>90,Morning,4,2,1
Inbound,Returns,Reverse Pickup Enquiry,,61-90,Evening,5,4,1
Inbound,Order Related,Priority delivery,very helpful,On Job Training,Evening,5,,1
Inbound,Returns,Technician Visit,Tv farzi sab,61-90,Evening,1,4,0
Inbound,Shopzilla Related,General Enquiry,,>90,Split,4,44,1
Inbound,Returns,Missing,,>90,Morning,5,12,1
Inbound,Returns,Reverse Pickup Enquiry,Thank you,61-90,Afternoon,5,1,1
Inbound,Order Related,Order status enquiry,Very good,31-60,Evening,4,4,1
Inbound,Returns,Missing,,31-60,Morning,5,25,1
Inbound,Product Queries,Product Specific Information,,31-60,Evening,4,44484,
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,95,1
Outcall,Order Related,Delayed,,61-90,Evening,5,3,1
Inbound,Order Related,Installation/demo,Nice,31-60,Morning,5,2,1
Inbound,Order Related,Invoice request,No,On Job Training,Morning,5,13,1
Inbound,Shopzilla Related,General Enquiry,Thank you,31-60,Morning,5,4,1
Outcall,Returns,Reverse Pickup Enquiry,Our return request are getting auto canceled three times.  Please avoid this refund the amount.,31-60,Morning,4,3,1
Outcall,Product Queries,Product Specific Information,Im happy with customer service...thanks,On Job Training,Evening,5,7,1
Inbound,Returns,Service Centres Related,,>90,Evening,5,1,1
Inbound,Returns,Fraudulent User,Best experience provided by Shopzilla customer service,>90,Morning,5,44723,
Inbound,Returns,Wrong,"It was difficult to hear the staff , either the microphone was not efficiently working or there was a network issue .",>90,Afternoon,5,6,1
Inbound,Product Queries,Product Specific Information,Osm call support,31-60,Afternoon,5,1,1
Inbound,Order Related,Installation/demo,"Before delivery check all products properly.do not delivered wrong item ,like defective, broken, Because I have ordered allmost 50 order but few orders delivered properly.others defective or after using sometime they not working properly.",31-60,Evening,5,22,1
Inbound,Returns,Missing,,0-30,Morning,5,0,1
Outcall,Returns,Product related Issues,,31-60,Morning,1,1,0
Email,Refund Related,Refund Enquiry,Good job,>90,Evening,5,2,1
Inbound,Refund Related,Refund Enquiry,,>90,Evening,5,3,1
Outcall,Returns,Return request,I talk to Shopzilla staff before some time but they are very rude but when I talk this time to Shopzilla staff and she is very sweet and understanding and i love her nature thanku for being very kind and sweet.,>90,Night,5,6,1
Inbound,Returns,Reverse Pickup Enquiry,Query not solved,31-60,Morning,1,376,0
Outcall,Product Queries,Product Specific Information,,31-60,Morning,4,1,1
Inbound,Order Related,Order status enquiry,,>90,Afternoon,5,1,1
Inbound,Returns,Return request,A customer should be able to change his/her registered mobile number even when the old number is lost.,>90,Evening,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,Every time they make fool of us,31-60,Afternoon,1,,0
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Morning,5,12,1
Outcall,Cancellation,Not Needed,,0-30,Evening,5,1,1
Inbound,Payments related,Payment related Queries,,>90,Morning,5,1,1
Inbound,Order Related,Order status enquiry,,On Job Training,Evening,5,24,1
Inbound,Order Related,Installation/demo,,61-90,Evening,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,Thank you Miss   for resolving my issue.,On Job Training,Evening,5,4,1
Inbound,Order Related,Delayed,,>90,Split,1,5,0
Inbound,Returns,Service Centres Related,,0-30,Morning,4,4,1
Inbound,Shopzilla Related,General Enquiry,He is really nice and solved my problem very nicely .. thank you so much,>90,Morning,5,3,1
Inbound,Payments related,Online Payment Issues,,>90,Morning,5,1,1
Outcall,Returns,Reverse Pickup Enquiry,,0-30,Morning,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,1,90,0
Inbound,Returns,Wrong,,>90,Morning,5,63,1
Inbound,Returns,Reverse Pickup Enquiry,Sheenesh handling my problem well if I can say something this is it,>90,Afternoon,5,14,1
Outcall,Returns,Wrong,,>90,Morning,5,5,1
Inbound,Order Related,Order Verification,Good working Shopzilla team,>90,Morning,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,"Return request was done by me but your delivery partner was not picked up the order, and my request of return was automatically cancelled by Shopzilla. Is not good thing for customer like me and other one. Please make sure that type of issues are not occur again and again.",>90,Morning,4,121,1
Inbound,Returns,Return request,,0-30,Evening,1,44562,0
Outcall,Order Related,Delayed,"I haven't received the Product, still the delivery boy has shown delivered. See now the communication gap and the status updated.",>90,Morning,1,160,0
Inbound,Returns,Fraudulent User,,>90,Morning,3,405,
Outcall,Order Related,Installation/demo,Ghatiya log h Shopzilla vale,0-30,Evening,1,23,0
Inbound,Returns,Technician Visit,Don't trying to make fulis peppers,61-90,Afternoon,1,43931,0
Inbound,Order Related,Delayed,,>90,Morning,4,590,1
Inbound,Order Related,Delayed,"Those who are creating issues, those taking complain and those who are working on complain are completely from different teams and they don't have any sync or level of customer dissatisfaction from customer, however they all are working but not with a goal. This creates frustration in customer, who slowly loose faith with the company.",>90,Night,2,44279,0
Inbound,Order Related,Delayed,,31-60,Morning,5,4,1
Inbound,Returns,Return request,"When someone write \"" need a call \"" then your system should respond immediately.",0-30,Morning,4,57,1
Outcall,Refund Related,Refund Enquiry,,31-60,Morning,4,5,1
Inbound,Product Queries,Product Specific Information,,On Job Training,Evening,5,37,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,6,1
Inbound,Order Related,Delayed,,>90,Morning,5,44055,
Inbound,Returns,Fraudulent User,,0-30,Morning,5,2,1
Inbound,Product Queries,Product Specific Information,,On Job Training,Morning,5,6,1
Inbound,Order Related,Installation/demo,"Thanks,it took 4 hrs to reach customer care..",31-60,Evening,5,44693,
Inbound,Returns,Reverse Pickup Enquiry,Excellent,>90,Morning,5,1,1
Inbound,Returns,Fraudulent User,,61-90,Evening,5,9,1
Inbound,Returns,Missing,,0-30,Evening,4,177,1
Inbound,Order Related,Installation/demo,Good,>90,Morning,5,5,1
Inbound,Returns,Damaged,,>90,Morning,5,159,1
Outcall,Order Related,Delayed,,31-60,Morning,5,37,1
Inbound,Order Related,Installation/demo,,31-60,Evening,5,2,1
Inbound,Returns,Missing,,>90,Evening,5,4,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,2,1
Inbound,Returns,Service Centres Related,,>90,Afternoon,5,138,1
Inbound,Product Queries,Product Specific Information,,0-30,Evening,5,43329,
Inbound,Refund Related,Refund Related Issues,,>90,Morning,5,8,1
Inbound,Returns,Reverse Pickup Enquiry,Good,On Job Training,Evening,1,0,0
Inbound,Returns,Reverse Pickup Enquiry,,>90,Evening,5,69,1
Inbound,Returns,Fraudulent User,,0-30,Evening,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,3,1
Inbound,Refund Related,Refund Enquiry,Very very very good,On Job Training,Morning,5,0,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,4,45028,0
Inbound,Returns,Reverse Pickup Enquiry,Nice,31-60,Morning,5,64,1
Inbound,Returns,Damaged,,>90,Evening,5,5,1
Outcall,Order Related,Order status enquiry,"Items missing is a very Bad Taste for the customer who is in need of the material.  Pls work to avoid such issues,  spoiling the reputation of the brand",>90,Morning,4,6,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Evening,5,2,1
Inbound,Shopzilla Related,Shopzila Premium Related,Customer support executive is very kind hearted,>90,Split,5,3,1
Inbound,Shopzilla Related,General Enquiry,,>90,Morning,5,3,1
Outcall,Order Related,Order status enquiry,,On Job Training,Morning,3,1,
Inbound,Order Related,Delayed,,>90,Morning,3,29,
Inbound,Returns,Reverse Pickup Enquiry,,>90,Evening,1,1,0
Inbound,Returns,Reverse Pickup Enquiry,,>90,Evening,3,7,
Inbound,Order Related,Order status enquiry,,31-60,Morning,5,72,1
Inbound,Order Related,Customer Requested Modifications,,>90,Afternoon,5,1,1
Inbound,Product Queries,Product Specific Information,Good help,On Job Training,Evening,5,18,1
Inbound,Order Related,Seller Cancelled Order,"Shopzilla your costumer support very bad,,,,,they not capable to resolve my concern,,,,,, please improve your service,,,,and don't fool to people.........I ordered some products on 27 July 2023 ,,,,,but after 4-5 days Shopzilla sent me a message,,,your order cancelled,,,,,,,why Shopzilla sales like this I irritating so much,,,,,,after that I uninstalled Shopzilla app,,,,and shift to SuperBuy ,,,,,",On Job Training,Evening,1,3,0
Inbound,Returns,Missing,,0-30,Evening,1,4,0
Inbound,Returns,Return request,Ok,31-60,Evening,5,164,1
Outcall,Product Queries,Product Specific Information,,On Job Training,Morning,4,2,1
Outcall,Returns,Reverse Pickup Enquiry,very good,61-90,Evening,5,1,1
Outcall,Shopzilla Related,General Enquiry,,>90,Evening,5,6,1
Inbound,Order Related,Order status enquiry,,31-60,Evening,4,7,1
Inbound,Order Related,Invoice request,,>90,Afternoon,5,1,1
Outcall,Payments related,Payment related Queries,,On Job Training,Morning,5,2,1
Inbound,Product Queries,Product Specific Information,My money was deducted and the order is not yet confirmed,>90,Evening,3,2,
Inbound,Order Related,Order status enquiry,Thanku for supporting,On Job Training,Morning,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Morning,5,5,1
Outcall,Returns,Reverse Pickup Enquiry,,>90,Afternoon,4,2,1
Inbound,Order Related,Delayed,Doesn't deliver product on time,61-90,Morning,1,5,0
Inbound,Order Related,Order status enquiry,All good,>90,Morning,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,Very helpful support thanku Shopzilla,0-30,Morning,5,1,1
Inbound,Order Related,Order status enquiry,,31-60,Evening,5,84,1
Inbound,Product Queries,Product Specific Information,,On Job Training,Evening,4,103,1
Inbound,Returns,Fraudulent User,one item fortune mustered oill missing ... refund asap..,0-30,Evening,3,3,
Inbound,Returns,Reverse Pickup Enquiry,Don't sell company defective items.,31-60,Evening,4,4,1
Inbound,Returns,Reverse Pickup Enquiry,The customer service is very good,>90,Evening,5,2,1
Inbound,Refund Related,Refund Related Issues,,On Job Training,Evening,1,29,0
Inbound,Order Related,Installation/demo,,>90,Evening,5,7,1
Outcall,Order Related,Installation/demo,Bad service  customer relative not problem resolve,31-60,Morning,1,12,0
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,2,1
Inbound,Order Related,Order status enquiry,,>90,Morning,4,13,1
Inbound,Returns,Reverse Pickup Enquiry,Wen u assign a deliver partner for return make sure that the wishmaster agents shud du their responsibility...not instead of saying I m not capable of taking this item I can't take this return.....even ur app has flaws u shud specify tu an agent wat product he has tu tke frm custo.er cmng on door and seeing the product he says this is the trolley part I m hvng two wheeler...so u shud call customer care wat is this,61-90,Evening,1,390,0
Inbound,Order Related,Order status enquiry,,31-60,Evening,5,2,1
Inbound,Order Related,Installation/demo,,0-30,Morning,4,4,1
Inbound,Order Related,Installation/demo,,>90,Morning,1,17,0
Outcall,Order Related,Order status enquiry,,On Job Training,Evening,5,5,1
Inbound,Order Related,Delayed,Excellent,31-60,Evening,5,6,1
Inbound,Returns,Reverse Pickup Enquiry,,61-90,Afternoon,5,12,1
Inbound,Order Related,Delayed,,>90,Afternoon,5,7,1
Inbound,Payments related,Online Payment Issues,Very nice person,>90,Morning,5,1,1
Outcall,Shopzilla Related,Signup Issues,,31-60,Morning,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,,61-90,Night,5,44975,
Inbound,Returns,Reverse Pickup Enquiry,"Sellers with No return policy, are sending Incorrect products, incorrect size, poor quality products to customers. Please have a strict rule and sort out them and take action.",31-60,Morning,5,3,1
